Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Length,Task Coding Sites Average,Task Coding Sites Standard Deviation,Information Type,Information,Information Concentration
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2072,100,1.4122870551880007e+25,0.0,efficiency,61.0,0.60999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2072,100,1.4122870551880007e+25,0.0,viable,18.0,0.17999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2084,103,1.1403541769024998e+25,0.0,Task Count,49.0,0.47572815533980584
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2084,103,1.1403541769024998e+25,0.0,gest_time,63.0,0.61165048543689315
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2084,103,1.1403541769024998e+25,0.0,comp_merit,49.0,0.47572815533980584
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2084,103,1.1403541769024998e+25,0.0,merit,51.0,0.49514563106796117
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2084,103,1.1403541769024998e+25,0.0,fitness,72.0,0.69902912621359226
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2084,103,1.1403541769024998e+25,0.0,efficiency,64.0,0.62135922330097082
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2084,103,1.1403541769024998e+25,0.0,viable,16.0,0.1553398058252427
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2090,100,2.4324763893874333e+25,0.0,Task Count,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2090,100,2.4324763893874333e+25,0.0,gest_time,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2090,100,2.4324763893874333e+25,0.0,comp_merit,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2090,100,2.4324763893874333e+25,0.0,merit,75.0,0.75
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2090,100,2.4324763893874333e+25,0.0,fitness,88.0,0.88
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2090,100,2.4324763893874333e+25,0.0,efficiency,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2090,100,2.4324763893874333e+25,0.0,viable,11.0,0.11
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2088,100,1.3432079449885985e+25,0.0,Task Count,55.0,0.55000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2088,100,1.3432079449885985e+25,0.0,gest_time,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2088,100,1.3432079449885985e+25,0.0,comp_merit,55.0,0.55000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2088,100,1.3432079449885985e+25,0.0,merit,55.0,0.55000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2088,100,1.3432079449885985e+25,0.0,fitness,90.0,0.90000000000000002
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2088,100,1.3432079449885985e+25,0.0,efficiency,73.0,0.72999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2088,100,1.3432079449885985e+25,0.0,viable,18.0,0.17999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2094,100,8.82973162073966e+24,0.0,Task Count,75.0,0.75
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2094,100,8.82973162073966e+24,0.0,gest_time,75.0,0.75
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2094,100,8.82973162073966e+24,0.0,comp_merit,75.0,0.75
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2094,100,8.82973162073966e+24,0.0,merit,77.0,0.77000000000000002
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2094,100,8.82973162073966e+24,0.0,fitness,93.0,0.93000000000000005
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2094,100,8.82973162073966e+24,0.0,efficiency,77.0,0.77000000000000002
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2094,100,8.82973162073966e+24,0.0,viable,12.0,0.12
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2073,100,2.3385453751468865e+25,0.0,Task Count,70.0,0.69999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2073,100,2.3385453751468865e+25,0.0,gest_time,70.0,0.69999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2073,100,2.3385453751468865e+25,0.0,comp_merit,70.0,0.69999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2073,100,2.3385453751468865e+25,0.0,merit,71.0,0.70999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2073,100,2.3385453751468865e+25,0.0,fitness,84.0,0.83999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2073,100,2.3385453751468865e+25,0.0,efficiency,71.0,0.70999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2073,100,2.3385453751468865e+25,0.0,viable,13.0,0.13
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2077,100,1.6744341992320005e+25,0.0,Task Count,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2077,100,1.6744341992320005e+25,0.0,gest_time,61.0,0.60999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2077,100,1.6744341992320005e+25,0.0,comp_merit,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2077,100,1.6744341992320005e+25,0.0,merit,68.0,0.68000000000000005
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2077,100,1.6744341992320005e+25,0.0,fitness,92.0,0.92000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2077,100,1.6744341992320005e+25,0.0,efficiency,69.0,0.68999999999999995
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2077,100,1.6744341992320005e+25,0.0,viable,16.0,0.16
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2091,100,3.317890628697587e+25,0.0,Task Count,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2091,100,3.317890628697587e+25,0.0,gest_time,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2091,100,3.317890628697587e+25,0.0,comp_merit,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2091,100,3.317890628697587e+25,0.0,merit,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2091,100,3.317890628697587e+25,0.0,fitness,86.0,0.85999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2091,100,3.317890628697587e+25,0.0,efficiency,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2091,100,3.317890628697587e+25,0.0,viable,18.0,0.17999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2089,100,2.25351927649118e+25,0.0,Task Count,57.0,0.56999999999999995
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2089,100,2.25351927649118e+25,0.0,gest_time,67.0,0.67000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2089,100,2.25351927649118e+25,0.0,comp_merit,57.0,0.56999999999999995
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2089,100,2.25351927649118e+25,0.0,merit,61.0,0.60999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2089,100,2.25351927649118e+25,0.0,fitness,81.0,0.81000000000000005
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2089,100,2.25351927649118e+25,0.0,efficiency,67.0,0.67000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2089,100,2.25351927649118e+25,0.0,viable,17.0,0.17000000000000001
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2095,102,1.0775678458228832e+25,0.0,Task Count,67.0,0.65686274509803921
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2095,102,1.0775678458228832e+25,0.0,gest_time,54.0,0.52941176470588236
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2095,102,1.0775678458228832e+25,0.0,comp_merit,67.0,0.65686274509803921
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2095,102,1.0775678458228832e+25,0.0,merit,67.0,0.65686274509803921
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2095,102,1.0775678458228832e+25,0.0,fitness,78.0,0.76470588235294112
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2095,102,1.0775678458228832e+25,0.0,efficiency,58.0,0.56862745098039214
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2095,102,1.0775678458228832e+25,0.0,viable,14.0,0.13725490196078433
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2074,100,1.1111001340277477e+25,0.0,Task Count,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2074,100,1.1111001340277477e+25,0.0,gest_time,82.0,0.81999999999999995
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2074,100,1.1111001340277477e+25,0.0,comp_merit,72.0,0.71999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2074,100,1.1111001340277477e+25,0.0,merit,73.0,0.72999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2074,100,1.1111001340277477e+25,0.0,fitness,91.0,0.91000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2074,100,1.1111001340277477e+25,0.0,efficiency,82.0,0.81999999999999995
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2074,100,1.1111001340277477e+25,0.0,viable,14.0,0.14000000000000001
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2080,100,2.513114272994301e+25,0.0,Task Count,63.0,0.63
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2080,100,2.513114272994301e+25,0.0,gest_time,74.0,0.73999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2080,100,2.513114272994301e+25,0.0,comp_merit,63.0,0.63
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2080,100,2.513114272994301e+25,0.0,merit,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2080,100,2.513114272994301e+25,0.0,fitness,86.0,0.85999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2080,100,2.513114272994301e+25,0.0,efficiency,74.0,0.73999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2080,100,2.513114272994301e+25,0.0,viable,17.0,0.17000000000000001
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2078,136,4.14344438939556e+25,0.0,Task Count,90.0,0.66176470588235292
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2078,136,4.14344438939556e+25,0.0,gest_time,106.0,0.77941176470588236
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2078,136,4.14344438939556e+25,0.0,comp_merit,90.0,0.66176470588235292
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2078,136,4.14344438939556e+25,0.0,merit,93.0,0.68382352941176472
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2078,136,4.14344438939556e+25,0.0,fitness,119.0,0.875
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2078,136,4.14344438939556e+25,0.0,efficiency,106.0,0.77941176470588236
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2078,136,4.14344438939556e+25,0.0,viable,38.0,0.27941176470588236
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2096,100,1.3643432771390032e+25,0.0,Task Count,59.0,0.58999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2096,100,1.3643432771390032e+25,0.0,gest_time,58.0,0.57999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2096,100,1.3643432771390032e+25,0.0,comp_merit,59.0,0.58999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2096,100,1.3643432771390032e+25,0.0,merit,60.0,0.59999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2096,100,1.3643432771390032e+25,0.0,fitness,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2096,100,1.3643432771390032e+25,0.0,efficiency,58.0,0.57999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2096,100,1.3643432771390032e+25,0.0,viable,12.0,0.12
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2075,108,1.2088244799625288e+25,0.0,Task Count,71.0,0.65740740740740744
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2075,108,1.2088244799625288e+25,0.0,gest_time,67.0,0.62037037037037035
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2075,108,1.2088244799625288e+25,0.0,comp_merit,71.0,0.65740740740740744
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2075,108,1.2088244799625288e+25,0.0,merit,72.0,0.66666666666666663
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2075,108,1.2088244799625288e+25,0.0,fitness,86.0,0.79629629629629628
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2075,108,1.2088244799625288e+25,0.0,efficiency,70.0,0.64814814814814814
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2075,108,1.2088244799625288e+25,0.0,viable,26.0,0.24074074074074073
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2081,100,1.4376197321418095e+25,0.0,Task Count,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2081,100,1.4376197321418095e+25,0.0,gest_time,80.0,0.80000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2081,100,1.4376197321418095e+25,0.0,comp_merit,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2081,100,1.4376197321418095e+25,0.0,merit,66.0,0.66000000000000003
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2081,100,1.4376197321418095e+25,0.0,fitness,84.0,0.83999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2081,100,1.4376197321418095e+25,0.0,efficiency,80.0,0.80000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2081,100,1.4376197321418095e+25,0.0,viable,11.0,0.11
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2079,103,2.355240176379432e+25,0.0,Task Count,59.0,0.57281553398058249
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2079,103,2.355240176379432e+25,0.0,gest_time,71.0,0.68932038834951459
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2079,103,2.355240176379432e+25,0.0,comp_merit,59.0,0.57281553398058249
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2079,103,2.355240176379432e+25,0.0,merit,63.0,0.61165048543689315
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2079,103,2.355240176379432e+25,0.0,fitness,74.0,0.71844660194174759
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2079,103,2.355240176379432e+25,0.0,efficiency,71.0,0.68932038834951459
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2079,103,2.355240176379432e+25,0.0,viable,19.0,0.18446601941747573
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2085,100,1.3128330097450273e+25,0.0,Task Count,57.0,0.56999999999999995
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2085,100,1.3128330097450273e+25,0.0,gest_time,64.0,0.64000000000000001
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2085,100,1.3128330097450273e+25,0.0,comp_merit,57.0,0.56999999999999995
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2085,100,1.3128330097450273e+25,0.0,merit,59.0,0.58999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2085,100,1.3128330097450273e+25,0.0,fitness,73.0,0.72999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2085,100,1.3128330097450273e+25,0.0,efficiency,65.0,0.65000000000000002
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2085,100,1.3128330097450273e+25,0.0,viable,8.0,0.080000000000000002
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2097,100,2.7039708476287427e+25,0.0,Task Count,63.0,0.63
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2097,100,2.7039708476287427e+25,0.0,gest_time,60.0,0.59999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2097,100,2.7039708476287427e+25,0.0,comp_merit,63.0,0.63
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2097,100,2.7039708476287427e+25,0.0,merit,63.0,0.63
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2097,100,2.7039708476287427e+25,0.0,fitness,74.0,0.73999999999999999
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2097,100,2.7039708476287427e+25,0.0,efficiency,60.0,0.59999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2097,100,2.7039708476287427e+25,0.0,viable,19.0,0.19
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2076,126,1.0662383752259472e+25,0.0,Task Count,70.0,0.55555555555555558
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2076,126,1.0662383752259472e+25,0.0,gest_time,78.0,0.61904761904761907
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2076,126,1.0662383752259472e+25,0.0,comp_merit,70.0,0.55555555555555558
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2076,126,1.0662383752259472e+25,0.0,merit,71.0,0.56349206349206349
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2076,126,1.0662383752259472e+25,0.0,fitness,88.0,0.69841269841269837
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2076,126,1.0662383752259472e+25,0.0,efficiency,80.0,0.63492063492063489
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2076,126,1.0662383752259472e+25,0.0,viable,15.0,0.11904761904761904
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2070,100,1.7265850475962061e+25,0.0,Task Count,54.0,0.54000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2070,100,1.7265850475962061e+25,0.0,gest_time,59.0,0.58999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2070,100,1.7265850475962061e+25,0.0,comp_merit,54.0,0.54000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2070,100,1.7265850475962061e+25,0.0,merit,54.0,0.54000000000000004
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2070,100,1.7265850475962061e+25,0.0,fitness,65.0,0.65000000000000002
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2070,100,1.7265850475962061e+25,0.0,efficiency,59.0,0.58999999999999997
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2070,100,1.7265850475962061e+25,0.0,viable,16.0,0.16
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2082,100,1.3210629961187823e+25,0.0,Task Count,60.0,0.59999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2082,100,1.3210629961187823e+25,0.0,gest_time,62.0,0.62
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2082,100,1.3210629961187823e+25,0.0,comp_merit,60.0,0.59999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2082,100,1.3210629961187823e+25,0.0,merit,60.0,0.59999999999999998
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2082,100,1.3210629961187823e+25,0.0,fitness,83.0,0.82999999999999996
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2082,100,1.3210629961187823e+25,0.0,efficiency,64.0,0.64000000000000001
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,2082,100,1.3210629961187823e+25,0.0,viable,10.0,0.10000000000000001
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1985,101,9.376394894613658e+24,0.0,Task Count,52.0,0.51485148514851486
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1985,101,9.376394894613658e+24,0.0,gest_time,59.0,0.58415841584158412
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1985,101,9.376394894613658e+24,0.0,comp_merit,52.0,0.51485148514851486
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1985,101,9.376394894613658e+24,0.0,merit,52.0,0.51485148514851486
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1985,101,9.376394894613658e+24,0.0,fitness,70.0,0.69306930693069302
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1985,101,9.376394894613658e+24,0.0,efficiency,60.0,0.59405940594059403
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1985,101,9.376394894613658e+24,0.0,viable,8.0,0.079207920792079209
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2001,688,5.5954212946528475e+25,0.0,Task Count,213.0,0.30959302325581395
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2001,688,5.5954212946528475e+25,0.0,gest_time,264.0,0.38372093023255816
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2001,688,5.5954212946528475e+25,0.0,comp_merit,213.0,0.30959302325581395
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2001,688,5.5954212946528475e+25,0.0,merit,252.0,0.36627906976744184
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2001,688,5.5954212946528475e+25,0.0,fitness,346.0,0.50290697674418605
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2001,688,5.5954212946528475e+25,0.0,efficiency,286.0,0.41569767441860467
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2001,688,5.5954212946528475e+25,0.0,viable,22.0,0.031976744186046513
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1991,949,1.5114250124804475e+26,0.0,Task Count,258.0,0.27186512118018968
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1991,949,1.5114250124804475e+26,0.0,gest_time,430.0,0.45310853530031614
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1991,949,1.5114250124804475e+26,0.0,comp_merit,258.0,0.27186512118018968
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1991,949,1.5114250124804475e+26,0.0,merit,315.0,0.33192834562697576
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1991,949,1.5114250124804475e+26,0.0,fitness,467.0,0.49209694415173866
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1991,949,1.5114250124804475e+26,0.0,efficiency,438.0,0.46153846153846156
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1991,949,1.5114250124804475e+26,0.0,viable,49.0,0.051633298208640675
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1989,895,1.5539056300382145e+25,0.0,Task Count,221.0,0.24692737430167597
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1989,895,1.5539056300382145e+25,0.0,gest_time,351.0,0.39217877094972065
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1989,895,1.5539056300382145e+25,0.0,comp_merit,221.0,0.24692737430167597
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1989,895,1.5539056300382145e+25,0.0,merit,285.0,0.31843575418994413
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1989,895,1.5539056300382145e+25,0.0,fitness,414.0,0.46256983240223465
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1989,895,1.5539056300382145e+25,0.0,efficiency,371.0,0.41452513966480448
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1989,895,1.5539056300382145e+25,0.0,viable,12.0,0.013407821229050279
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2005,878,5.408865945211482e+25,0.0,Task Count,231.0,0.2630979498861048
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2005,878,5.408865945211482e+25,0.0,gest_time,358.0,0.40774487471526194
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2005,878,5.408865945211482e+25,0.0,comp_merit,231.0,0.2630979498861048
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2005,878,5.408865945211482e+25,0.0,merit,308.0,0.35079726651480636
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2005,878,5.408865945211482e+25,0.0,fitness,410.0,0.46697038724373574
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2005,878,5.408865945211482e+25,0.0,efficiency,385.0,0.43849658314350798
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,2005,878,5.408865945211482e+25,0.0,viable,47.0,0.053530751708428248
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1995,484,3.646311321184795e+25,0.0,Task Count,183.0,0.37809917355371903
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1995,484,3.646311321184795e+25,0.0,gest_time,219.0,0.4524793388429752
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1995,484,3.646311321184795e+25,0.0,comp_merit,183.0,0.37809917355371903
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1995,484,3.646311321184795e+25,0.0,merit,207.0,0.42768595041322316
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1995,484,3.646311321184795e+25,0.0,fitness,269.0,0.55578512396694213
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1995,484,3.646311321184795e+25,0.0,efficiency,237.0,0.48966942148760328
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1995,484,3.646311321184795e+25,0.0,viable,29.0,0.059917355371900828
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1980,915,1.4822026306026945e+26,0.0,Task Count,270.0,0.29508196721311475
Slip-scramble,0.0,0.0,0.0,0.0,0.0,0.05,3,1980,915,1.4822026306026945e+26,0.0,gest_time,435.0,0.47540983606557374
