Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Length,Task Coding Sites Average,Task Coding Sites Standard Deviation,Information Type,Information,Information Concentration
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1625,374,30.555555555555557,16.235154662447176,efficiency,164.0,0.43850267379679142
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1625,374,30.555555555555557,16.235154662447176,viable,39.0,0.10427807486631016
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1631,100,24.571428571428573,5.233331166861201,Task Count,47.0,0.46999999999999997
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1631,100,24.571428571428573,5.233331166861201,gest_time,63.0,0.63
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1631,100,24.571428571428573,5.233331166861201,comp_merit,47.0,0.46999999999999997
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1631,100,24.571428571428573,5.233331166861201,merit,51.0,0.51000000000000001
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1631,100,24.571428571428573,5.233331166861201,fitness,74.0,0.73999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1631,100,24.571428571428573,5.233331166861201,efficiency,63.0,0.63
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1631,100,24.571428571428573,5.233331166861201,viable,10.0,0.10000000000000001
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1629,100,30.0,4.4721359549995796,Task Count,48.0,0.47999999999999998
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1629,100,30.0,4.4721359549995796,gest_time,61.0,0.60999999999999999
Slip-NOP,0.0,0.0,0.0,0.0,0.0,0.05,1,1629,100,30.0,4.4721359549995796,comp_merit,48.0,0.47999999999999998
