Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Information Type,Information,Information Concentration
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1580,fitness,71.0,0.68932038834951459
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1580,efficiency,52.0,0.50485436893203883
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1580,viable,19.0,0.18446601941747573
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1578,Task Count,42.0,0.18025751072961374
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1578,gest_time,110.0,0.47210300429184548
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1578,comp_merit,42.0,0.18025751072961374
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1578,merit,68.0,0.29184549356223177
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1578,fitness,121.0,0.51931330472102999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1578,efficiency,111.0,0.47639484978540775
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1578,viable,13.0,0.055793991416309016
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1584,Task Count,43.0,0.42574257425742573
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1584,gest_time,52.0,0.51485148514851486
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1584,comp_merit,43.0,0.42574257425742573
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1584,merit,54.0,0.53465346534653468
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1584,fitness,70.0,0.69306930693069302
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1584,efficiency,55.0,0.54455445544554459
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1584,viable,18.0,0.17821782178217821
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1563,Task Count,45.0,0.44554455445544555
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1563,gest_time,62.0,0.61386138613861385
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1563,comp_merit,45.0,0.44554455445544555
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1563,merit,47.0,0.46534653465346537
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1563,fitness,72.0,0.71287128712871284
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1563,efficiency,62.0,0.61386138613861385
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1563,viable,16.0,0.15841584158415842
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1575,Task Count,32.0,0.32000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1575,gest_time,59.0,0.58999999999999997
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1575,comp_merit,32.0,0.32000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1575,merit,45.0,0.45000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1575,fitness,64.0,0.64000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1575,efficiency,59.0,0.58999999999999997
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1575,viable,22.0,0.22
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1581,Task Count,46.0,0.43809523809523809
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1581,gest_time,61.0,0.580952380952381
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1581,comp_merit,46.0,0.43809523809523809
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1581,merit,51.0,0.48571428571428571
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1581,fitness,75.0,0.7142857142857143
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1581,efficiency,67.0,0.63809523809523805
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1581,viable,23.0,0.21904761904761905
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1579,Task Count,38.0,0.36893203883495146
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1579,gest_time,56.0,0.5436893203883495
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1579,comp_merit,38.0,0.36893203883495146
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1579,merit,48.0,0.46601941747572817
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1579,fitness,65.0,0.6310679611650486
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1579,efficiency,58.0,0.56310679611650483
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1579,viable,27.0,0.26213592233009708
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1585,Task Count,53.0,0.53000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1585,gest_time,61.0,0.60999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1585,comp_merit,53.0,0.53000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1585,merit,53.0,0.53000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1585,fitness,75.0,0.75
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1585,efficiency,61.0,0.60999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1585,viable,8.0,0.080000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1560,Task Count,35.0,0.34999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1560,gest_time,53.0,0.53000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1560,comp_merit,35.0,0.34999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1560,merit,38.0,0.38
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1560,fitness,65.0,0.65000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1560,efficiency,54.0,0.54000000000000004
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1560,viable,15.0,0.14999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1564,Task Count,39.0,0.39000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1564,gest_time,47.0,0.46999999999999997
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1564,comp_merit,39.0,0.39000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1564,merit,40.0,0.40000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1564,fitness,61.0,0.60999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1564,efficiency,48.0,0.47999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1564,viable,17.0,0.17000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,Task Count,40.0,0.39603960396039606
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,gest_time,51.0,0.50495049504950495
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,comp_merit,40.0,0.39603960396039606
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,merit,43.0,0.42574257425742573
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,fitness,69.0,0.68316831683168322
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,efficiency,51.0,0.50495049504950495
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,viable,15.0,0.14851485148514851
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,Task Count,37.0,0.37
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,gest_time,52.0,0.52000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,comp_merit,37.0,0.37
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,merit,38.0,0.38
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,fitness,58.0,0.57999999999999996
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,efficiency,52.0,0.52000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,viable,26.0,0.26000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,Task Count,37.0,0.37
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,gest_time,57.0,0.56999999999999995
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,comp_merit,37.0,0.37
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,merit,42.0,0.41999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,fitness,68.0,0.68000000000000005
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,efficiency,57.0,0.56999999999999995
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,viable,18.0,0.17999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,Task Count,39.0,0.38235294117647056
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,gest_time,56.0,0.5490196078431373
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,comp_merit,39.0,0.38235294117647056
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,merit,49.0,0.48039215686274511
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,fitness,66.0,0.6470588235294118
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,efficiency,60.0,0.58823529411764708
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,viable,27.0,0.26470588235294118
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,Task Count,39.0,0.37864077669902912
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,gest_time,58.0,0.56310679611650483
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,comp_merit,39.0,0.37864077669902912
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,merit,45.0,0.43689320388349512
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,fitness,63.0,0.61165048543689315
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,efficiency,59.0,0.57281553398058249
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,viable,15.0,0.14563106796116504
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,Task Count,38.0,0.37254901960784315
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,gest_time,65.0,0.63725490196078427
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,comp_merit,38.0,0.37254901960784315
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,merit,49.0,0.48039215686274511
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,fitness,73.0,0.71568627450980393
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,efficiency,65.0,0.63725490196078427
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,viable,12.0,0.11764705882352941
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,Task Count,40.0,0.40000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,gest_time,61.0,0.60999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,comp_merit,40.0,0.40000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,merit,41.0,0.40999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,fitness,68.0,0.68000000000000005
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,efficiency,61.0,0.60999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,viable,17.0,0.17000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,Task Count,49.0,0.48999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,gest_time,60.0,0.59999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,comp_merit,49.0,0.48999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,merit,53.0,0.53000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,fitness,78.0,0.78000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,efficiency,60.0,0.59999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,viable,17.0,0.17000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,Task Count,43.0,0.42999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,gest_time,57.0,0.56999999999999995
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,comp_merit,43.0,0.42999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,merit,44.0,0.44
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,fitness,74.0,0.73999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,efficiency,60.0,0.59999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,viable,18.0,0.17999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,Task Count,36.0,0.35999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,gest_time,54.0,0.54000000000000004
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,comp_merit,36.0,0.35999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,merit,47.0,0.46999999999999997
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,fitness,65.0,0.65000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,efficiency,54.0,0.54000000000000004
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,viable,17.0,0.17000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,Task Count,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,gest_time,65.0,0.65000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,comp_merit,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,merit,59.0,0.58999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,fitness,75.0,0.75
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,efficiency,67.0,0.67000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,viable,17.0,0.17000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,Task Count,38.0,0.38
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,gest_time,63.0,0.63
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,comp_merit,38.0,0.38
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,merit,42.0,0.41999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,fitness,72.0,0.71999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,efficiency,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,viable,20.0,0.20000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,Task Count,55.0,0.55000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,gest_time,71.0,0.70999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,comp_merit,55.0,0.55000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,merit,55.0,0.55000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,fitness,81.0,0.81000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,efficiency,71.0,0.70999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,viable,22.0,0.22
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,Task Count,48.0,0.47999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,gest_time,68.0,0.68000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,comp_merit,48.0,0.47999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,merit,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,fitness,81.0,0.81000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,efficiency,68.0,0.68000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,viable,16.0,0.16
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,Task Count,43.0,0.42999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,gest_time,68.0,0.68000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,comp_merit,43.0,0.42999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,merit,44.0,0.44
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,fitness,79.0,0.79000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,efficiency,68.0,0.68000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,viable,25.0,0.25
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,Task Count,56.0,0.56000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,gest_time,73.0,0.72999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,comp_merit,56.0,0.56000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,merit,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,fitness,88.0,0.88
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,efficiency,73.0,0.72999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,viable,17.0,0.17000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,Task Count,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,gest_time,75.0,0.75
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,comp_merit,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,merit,56.0,0.56000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,fitness,82.0,0.81999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,efficiency,75.0,0.75
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,viable,15.0,0.14999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,Task Count,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,gest_time,61.0,0.60999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,comp_merit,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,merit,60.0,0.59999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,fitness,76.0,0.76000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,efficiency,62.0,0.62
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,viable,17.0,0.17000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,Task Count,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,gest_time,62.0,0.62
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,comp_merit,57.0,0.56999999999999995
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,merit,62.0,0.62
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,fitness,79.0,0.79000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,efficiency,65.0,0.65000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,viable,20.0,0.20000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,Task Count,49.0,0.48999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,gest_time,73.0,0.72999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,comp_merit,49.0,0.48999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,merit,49.0,0.48999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,fitness,90.0,0.90000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,efficiency,73.0,0.72999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,viable,30.0,0.29999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,Task Count,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,gest_time,61.0,0.60999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,comp_merit,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,merit,52.0,0.52000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,fitness,73.0,0.72999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,efficiency,63.0,0.63
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,viable,18.0,0.17999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,Task Count,51.0,0.51000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,gest_time,58.0,0.57999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,comp_merit,51.0,0.51000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,merit,53.0,0.53000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,fitness,70.0,0.69999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,efficiency,58.0,0.57999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,viable,9.0,0.089999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,Task Count,47.0,0.46999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,gest_time,67.0,0.67000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,comp_merit,47.0,0.46999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,merit,50.0,0.5
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,fitness,79.0,0.79000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,efficiency,67.0,0.67000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,viable,16.0,0.16
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,Task Count,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,gest_time,70.0,0.69999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,comp_merit,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,merit,58.0,0.57999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,fitness,78.0,0.78000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,efficiency,70.0,0.69999999999999996
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,viable,15.0,0.14999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,Task Count,42.0,0.41999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,gest_time,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,comp_merit,42.0,0.41999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,merit,47.0,0.46999999999999997
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,fitness,68.0,0.68000000000000005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,efficiency,54.0,0.54000000000000004
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,viable,16.0,0.16
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,Task Count,45.0,0.45000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,gest_time,63.0,0.63
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,comp_merit,45.0,0.45000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,merit,46.0,0.46000000000000002
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,fitness,73.0,0.72999999999999998
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,efficiency,64.0,0.64000000000000001
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,viable,15.0,0.14999999999999999
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,Task Count,55.0,0.39568345323741005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,gest_time,67.0,0.48201438848920863
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,comp_merit,55.0,0.39568345323741005
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,merit,61.0,0.43884892086330934
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,fitness,81.0,0.58273381294964033
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,efficiency,68.0,0.48920863309352519
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,viable,16.0,0.11510791366906475
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,Task Count,53.0,0.53000000000000003
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,gest_time,65.0,0.65000000000000002
