Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Information Type,Information,Information Concentration
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1530,efficiency,59.0,0.58999999999999997
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1530,viable,9.0,0.089999999999999997
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1534,Task Count,62.0,0.5535714285714286
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1534,gest_time,60.0,0.5357142857142857
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1534,comp_merit,62.0,0.5535714285714286
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1534,merit,66.0,0.5892857142857143
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1534,fitness,81.0,0.7232142857142857
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1534,efficiency,61.0,0.5446428571428571
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1534,viable,30.0,0.26785714285714285
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1546,Task Count,47.0,0.38842975206611569
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1546,gest_time,72.0,0.5950413223140496
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1546,comp_merit,47.0,0.38842975206611569
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1546,merit,54.0,0.4462809917355372
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1546,fitness,87.0,0.71900826446280997
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1546,efficiency,73.0,0.60330578512396693
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1546,viable,28.0,0.23140495867768596
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1540,Task Count,54.0,0.54000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1540,gest_time,72.0,0.71999999999999997
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1540,comp_merit,54.0,0.54000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1540,merit,54.0,0.54000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1540,fitness,89.0,0.89000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1540,efficiency,73.0,0.72999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1540,viable,20.0,0.20000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1552,Task Count,45.0,0.39823008849557523
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1552,gest_time,68.0,0.60176991150442483
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1552,comp_merit,45.0,0.39823008849557523
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1552,merit,48.0,0.4247787610619469
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1552,fitness,80.0,0.70796460176991149
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1552,efficiency,68.0,0.60176991150442483
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1552,viable,26.0,0.23008849557522124
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1556,Task Count,39.0,0.39000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1556,gest_time,73.0,0.72999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1556,comp_merit,39.0,0.39000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1556,merit,43.0,0.42999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1556,fitness,81.0,0.81000000000000005
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1556,efficiency,73.0,0.72999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1556,viable,22.0,0.22
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1531,Task Count,45.0,0.39130434782608697
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1531,gest_time,68.0,0.59130434782608698
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1531,comp_merit,45.0,0.39130434782608697
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1531,merit,66.0,0.57391304347826089
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1531,fitness,87.0,0.75652173913043474
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1531,efficiency,68.0,0.59130434782608698
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1531,viable,28.0,0.24347826086956523
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1535,Task Count,38.0,0.38
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1535,gest_time,68.0,0.68000000000000005
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1535,comp_merit,38.0,0.38
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1535,merit,38.0,0.38
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1535,fitness,77.0,0.77000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1535,efficiency,69.0,0.68999999999999995
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1535,viable,16.0,0.16
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1541,Task Count,47.0,0.38842975206611569
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1541,gest_time,74.0,0.61157024793388426
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1541,comp_merit,47.0,0.38842975206611569
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1541,merit,52.0,0.42975206611570249
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1541,fitness,90.0,0.74380165289256195
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1541,efficiency,76.0,0.62809917355371903
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1541,viable,17.0,0.14049586776859505
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1539,Task Count,48.0,0.47999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1539,gest_time,67.0,0.67000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1539,comp_merit,48.0,0.47999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1539,merit,48.0,0.47999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1539,fitness,76.0,0.76000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1539,efficiency,68.0,0.68000000000000005
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1539,viable,22.0,0.22
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1553,Task Count,51.0,0.46363636363636362
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1553,gest_time,72.0,0.65454545454545454
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1553,comp_merit,51.0,0.46363636363636362
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1553,merit,55.0,0.5
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1553,fitness,88.0,0.80000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1553,efficiency,75.0,0.68181818181818177
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1553,viable,25.0,0.22727272727272727
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1557,Task Count,53.0,0.53000000000000003
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1557,gest_time,67.0,0.67000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1557,comp_merit,53.0,0.53000000000000003
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1557,merit,55.0,0.55000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1557,fitness,84.0,0.83999999999999997
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1557,efficiency,67.0,0.67000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1557,viable,17.0,0.17000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1536,Task Count,46.0,0.46000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1536,gest_time,65.0,0.65000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1536,comp_merit,46.0,0.46000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1536,merit,46.0,0.46000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1536,fitness,78.0,0.78000000000000003
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1536,efficiency,65.0,0.65000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1536,viable,17.0,0.17000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1542,Task Count,36.0,0.35999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1542,gest_time,64.0,0.64000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1542,comp_merit,36.0,0.35999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1542,merit,36.0,0.35999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1542,fitness,68.0,0.68000000000000005
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1542,efficiency,64.0,0.64000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1542,viable,24.0,0.23999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1558,Task Count,66.0,0.54545454545454541
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1558,gest_time,78.0,0.64462809917355368
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1558,comp_merit,66.0,0.54545454545454541
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1558,merit,70.0,0.57851239669421484
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1558,fitness,89.0,0.73553719008264462
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1558,efficiency,78.0,0.64462809917355368
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1558,viable,31.0,0.256198347107438
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1537,Task Count,43.0,0.42999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1537,gest_time,77.0,0.77000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1537,comp_merit,43.0,0.42999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1537,merit,43.0,0.42999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1537,fitness,83.0,0.82999999999999996
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1537,efficiency,77.0,0.77000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1537,viable,33.0,0.33000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1543,Task Count,49.0,0.48999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1543,gest_time,70.0,0.69999999999999996
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1543,comp_merit,49.0,0.48999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1543,merit,52.0,0.52000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1543,fitness,86.0,0.85999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1543,efficiency,70.0,0.69999999999999996
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1543,viable,17.0,0.17000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1547,Task Count,49.0,0.48999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1547,gest_time,68.0,0.68000000000000005
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1547,comp_merit,49.0,0.48999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1547,merit,52.0,0.52000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1547,fitness,85.0,0.84999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1547,efficiency,71.0,0.70999999999999996
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1547,viable,26.0,0.26000000000000001
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1559,Task Count,64.0,0.56140350877192979
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1559,gest_time,73.0,0.64035087719298245
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1559,comp_merit,64.0,0.56140350877192979
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1559,merit,70.0,0.61403508771929827
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1559,fitness,91.0,0.79824561403508776
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1559,efficiency,78.0,0.68421052631578949
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1559,viable,28.0,0.24561403508771928
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1538,Task Count,43.0,0.35537190082644626
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1538,gest_time,68.0,0.56198347107438018
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1538,comp_merit,43.0,0.35537190082644626
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1538,merit,46.0,0.38016528925619836
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1538,fitness,78.0,0.64462809917355368
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1538,efficiency,68.0,0.56198347107438018
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1538,viable,30.0,0.24793388429752067
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1532,Task Count,48.0,0.39669421487603307
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1532,gest_time,73.0,0.60330578512396693
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1532,comp_merit,48.0,0.39669421487603307
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1532,merit,50.0,0.41322314049586778
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1532,fitness,91.0,0.75206611570247939
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1532,efficiency,73.0,0.60330578512396693
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1532,viable,33.0,0.27272727272727271
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1544,Task Count,69.0,0.5847457627118644
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1544,gest_time,85.0,0.72033898305084743
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1544,comp_merit,69.0,0.5847457627118644
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1544,merit,72.0,0.61016949152542377
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1544,fitness,95.0,0.80508474576271183
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1544,efficiency,85.0,0.72033898305084743
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1544,viable,27.0,0.2288135593220339
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1550,Task Count,31.0,0.31
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1550,gest_time,63.0,0.63
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1550,comp_merit,31.0,0.31
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1550,merit,50.0,0.5
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1550,fitness,73.0,0.72999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1550,efficiency,63.0,0.63
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1550,viable,25.0,0.25
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1548,Task Count,47.0,0.46999999999999997
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1548,gest_time,60.0,0.59999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1548,comp_merit,47.0,0.46999999999999997
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1548,merit,49.0,0.48999999999999999
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1548,fitness,75.0,0.75
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1548,efficiency,62.0,0.62
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1548,viable,19.0,0.19
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1554,Task Count,46.0,0.46000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1554,gest_time,73.0,0.72999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1554,comp_merit,46.0,0.46000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1554,merit,46.0,0.46000000000000002
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1554,fitness,80.0,0.80000000000000004
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1554,efficiency,73.0,0.72999999999999998
Baseline-Treatment,0.0025,0.0,0.0,0.05,0.05,0.0,0,1554,viable,23.0,0.23000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1566,Task Count,39.0,0.39000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1566,gest_time,60.0,0.59999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1566,comp_merit,39.0,0.39000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1566,merit,40.0,0.40000000000000002
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1566,fitness,71.0,0.70999999999999996
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1566,efficiency,60.0,0.59999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1566,viable,18.0,0.17999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1572,Task Count,36.0,0.34951456310679613
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1572,gest_time,56.0,0.5436893203883495
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1572,comp_merit,36.0,0.34951456310679613
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1572,merit,45.0,0.43689320388349512
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1572,fitness,70.0,0.67961165048543692
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1572,efficiency,58.0,0.56310679611650483
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1572,viable,10.0,0.097087378640776698
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1588,Task Count,41.0,0.40999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1588,gest_time,53.0,0.53000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1588,comp_merit,41.0,0.40999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1588,merit,42.0,0.41999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1588,fitness,66.0,0.66000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1588,efficiency,53.0,0.53000000000000003
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1588,viable,20.0,0.20000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1567,Task Count,35.0,0.34999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1567,gest_time,57.0,0.56999999999999995
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1567,comp_merit,35.0,0.34999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1567,merit,41.0,0.40999999999999998
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1567,fitness,62.0,0.62
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1567,efficiency,58.0,0.57999999999999996
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1567,viable,17.0,0.17000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1573,Task Count,42.0,0.40384615384615385
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1573,gest_time,69.0,0.66346153846153844
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1573,comp_merit,42.0,0.40384615384615385
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1573,merit,59.0,0.56730769230769229
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1573,fitness,78.0,0.75
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1573,efficiency,69.0,0.66346153846153844
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1573,viable,16.0,0.15384615384615385
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1577,Task Count,58.0,0.57999999999999996
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1577,gest_time,59.0,0.58999999999999997
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1577,comp_merit,58.0,0.57999999999999996
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1577,merit,58.0,0.57999999999999996
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1577,fitness,74.0,0.73999999999999999
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1577,efficiency,59.0,0.58999999999999997
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1577,viable,17.0,0.17000000000000001
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1589,Task Count,27.0,0.26732673267326734
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1589,gest_time,45.0,0.44554455445544555
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1589,comp_merit,27.0,0.26732673267326734
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1589,merit,31.0,0.30693069306930693
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1589,fitness,58.0,0.57425742574257421
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1589,efficiency,46.0,0.45544554455445546
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1589,viable,15.0,0.14851485148514851
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1568,Task Count,45.0,0.44117647058823528
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1568,gest_time,58.0,0.56862745098039214
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1568,comp_merit,45.0,0.44117647058823528
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1568,merit,55.0,0.53921568627450978
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1568,fitness,71.0,0.69607843137254899
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1568,efficiency,60.0,0.58823529411764708
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1568,viable,13.0,0.12745098039215685
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1562,Task Count,47.0,0.45192307692307693
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1562,gest_time,50.0,0.48076923076923078
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1562,comp_merit,47.0,0.45192307692307693
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1562,merit,50.0,0.48076923076923078
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1562,fitness,68.0,0.65384615384615385
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1562,efficiency,52.0,0.5
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1562,viable,13.0,0.125
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1574,Task Count,42.0,0.39622641509433965
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1574,gest_time,57.0,0.53773584905660377
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1574,comp_merit,42.0,0.39622641509433965
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1574,merit,48.0,0.45283018867924529
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1574,fitness,69.0,0.65094339622641506
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1574,efficiency,63.0,0.59433962264150941
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1574,viable,17.0,0.16037735849056603
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1580,Task Count,42.0,0.40776699029126212
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1580,gest_time,50.0,0.4854368932038835
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1580,comp_merit,42.0,0.40776699029126212
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1580,merit,45.0,0.43689320388349512
