,Task Coding Sites,Number of Task Coding Sites,Number of Unique Coding Sites,Viability Sites,Number of Viability Sites,Genome Length,Fraction Task Coding Sites,Fraction Viability Sites,Ratio of Viability Sites to Coding Sites,Genome
"run_1532,XOR",[],0,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1532,EQUALS",[],0,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1544,NOT","[50, 51, 54, 55, 59, 60, 62, 63, 65, 66, 73, 74, 80, 81]",14,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,NAND","[25, 28, 41]",3,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,AND",[],0,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,ORNOT","[25, 28, 29, 39, 40, 50, 51]",7,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,OR","[25, 28, 29, 39, 40, 41, 46, 47, 48, 49, 51, 55, 60, 63, 66, 69, 70, 71, 72, 74, 79, 83]",22,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,ANDNOT","[50, 51]",2,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,NOR",[],0,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,XOR",[],0,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1544,EQUALS",[],0,30,"[0, 1, 2, 3, 4, 5, 89, 90, 94, 95, 96, 97, 98, 99, 100]",15,101,0.297029702970297,0.1485148514851485,0.5,wzcagcqacdzjxcubhcrdbcccxyscyccxdcqjxccuuccdxcyocyyccwscccctccncArccucpctrcccccnycwymbqxxzvfcaxvvvgab
"run_1550,NOT","[20, 21, 22, 23, 63, 71, 72, 75, 76, 77, 79]",11,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,NAND","[75, 76, 79, 86, 87]",5,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,AND",[],0,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,ORNOT","[20, 21, 22, 23, 63, 64, 65, 69, 73, 74, 75, 76]",12,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,OR","[75, 76]",2,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,ANDNOT",[],0,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,NOR",[],0,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,XOR",[],0,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1550,EQUALS",[],0,18,"[0, 1, 2, 3, 4, 5, 94, 95, 96, 97, 98, 99]",12,100,0.18,0.12,0.6666666666666666,wzcagcidccdcAcmdqcokucocarcccnrzwcccdcybdafkAwAecsnclswckcpccskyuccccyoocucycpeyAxecuauyxzvfcaxvvgab
"run_1548,NOT","[20, 22, 26, 40, 65, 66, 70]",7,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,NAND","[66, 69, 74, 77, 78]",5,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,AND",[],0,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,ORNOT","[69, 73, 76, 80, 81, 84]",6,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,OR",[],0,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,ANDNOT",[],0,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,NOR",[],0,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,XOR",[],0,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1548,EQUALS",[],0,16,"[0, 1, 2, 3, 5, 13, 14, 15, 19, 21, 23, 27, 37, 41, 91, 92, 93, 97, 98, 99, 100, 101, 102]",23,103,0.1553398058252427,0.22330097087378642,1.4375000000000002,wzcagcqmcccwdpycccaslcmccclccccccccogcbckcfwccvccAcjcccxcjcccwxcxtccfycwcucbuyclcyceyycaApczvvfcaxvvgab
"run_1554,NOT","[17, 22, 24, 27, 28, 29, 31, 34, 39, 45, 47, 49, 56, 57, 62]",15,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,NAND","[57, 62, 63, 64, 71, 72]",6,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,AND",[62],1,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,ORNOT","[57, 62]",2,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,OR",[],0,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,ANDNOT","[57, 62, 63, 70, 72, 77, 85, 88]",8,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,NOR",[57],1,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,XOR",[],0,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
"run_1554,EQUALS",[],0,23,"[0, 1, 2, 3, 4, 5, 16, 50, 51, 61, 93, 94, 95, 99, 100, 101, 102, 103]",18,104,0.22115384615384615,0.17307692307692307,0.782608695652174,wzcagcuccczcknrcvpicwtcncwfrrnsccucAfjtcecocsctcpaycoccctrAccycucjecoAsyccxcmccijcccamxucyyszvvvfcaxvgab
