Treatment,COPY_MUT_PROB,COPY_INS_PROB,COPY_DEL_PROB,DIVIDE_INS_PROB,DIVIDE_DEL_PROB,DIVIDE_SLIP_PROB,SLIP_FILL_MODE,Replicate #,Organism ID,Update Born,Task Count
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1576,47163550,199929,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1570,40542632,199976,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1582,46872259,199913,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1586,39996156,199973,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1561,48603967,199964,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1565,45963189,199897,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1571,46826258,199950,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1569,44713330,199949,8
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1583,46368601,199921,7
High-Mutation,0.0025,0.0075,0.0075,0.05,0.05,0.0,0,1587,44686404,199926,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1676,18190650,199716,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1655,18739176,199736,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1661,21952979,199392,8
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1659,18117889,199215,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1665,22160574,199394,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1677,20711480,199234,9
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1656,18107494,199767,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1650,18709985,199658,8
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1662,18535418,199022,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1666,25627619,199483,8
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1678,18580649,199675,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1672,14086729,199681,9
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1651,18180435,199576,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1663,18528417,199485,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1667,18599638,199781,6
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1673,22376433,199466,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1652,14838480,199727,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1670,18699557,199634,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1668,18226147,199781,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1674,18783653,199319,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1653,18212798,199626,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1657,18372333,199578,8
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1671,18736600,199797,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1669,21574577,199251,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1675,22144283,199246,8
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1679,18170283,199735,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1654,18348684,199441,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1660,21734786,199893,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1658,22731478,199626,7
Slip-random,0.0,0.0,0.0,0.0,0.0,0.05,2,1664,22349865,199752,7
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1593,12913250,199693,7
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1604,6201967,199468,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1616,4468821,199810,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1590,5135079,199772,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1601,8986430,199758,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1594,4732396,199367,8
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1605,5423634,199529,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1617,12732674,199711,7
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1591,4293513,199197,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1602,4780080,199471,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1595,10055691,199582,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1606,8842713,199557,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1599,7540370,199855,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1618,9656973,199816,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1612,4566106,199829,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1603,8951929,199777,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1596,4264350,199319,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1607,7503655,199653,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1613,4010272,199486,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1597,4386910,199522,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1610,4816007,199183,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1608,8509324,199695,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1614,5905087,199311,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1598,5808536,199490,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1592,8042084,199726,7
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1611,8271421,199608,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1609,5208235,199847,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1615,7149760,199790,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1619,4103743,199463,9
Slip-duplicate,0.0,0.0,0.0,0.0,0.0,0.05,0,1600,11420812,199619,9
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1682,20371027,199460,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1686,17758684,199291,6
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1705,24043152,199286,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1698,12873395,199588,8
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1709,18489816,199613,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1683,18925785,199409,8
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1687,19292588,199762,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1706,17841881,199542,9
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1700,23587603,199630,7
Slip-scatter,0.0,0.0,0.0,0.0,0.0,0.05,5,1699,18711769,199802,6
