#filetype genotype_data
#format task_list gest_time comp_merit merit fitness efficiency 

# Legend:
# 1: List of all tasks performed
# 2: Gestation Time
# 3: Computational Merit
# 4: Merit
# 5: Fitness
# 6: Rep. Efficiency

000000000 0 1 113 0 inf 
000000000 0 1 113 0 inf 
000000000 0 1 113 0 inf 
000000000 0 1 113 0 inf 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 442 1 111 0.251131 0.251131 
000000000 0 1 113 0 inf 
000000000 0 1 113 0 inf 
000000000 603 1 100 0.165837 0.165837 
000000000 0 1 113 0 inf 
000000000 441 1 112 0.253968 0.253968 
000000000 0 1 113 0 inf 
000000000 0 1 113 0 inf 
000000000 0 1 113 0 inf 
000000000 0 1 113 0 inf 
000000000 446 1 112 0.251121 0.251121 
